GeneID	KEGG	KO	description	pathways	UniProt
AT4G39955	ath:AT4G39955	No_KO	--	(--,--)	Q058J1
AT1G72970	ath:AT1G72970	K15403	fatty acid omega-hydroxy dehydrogenase [EC:1.1.-.-]	{'ath00073': 'Cutin, suberine and wax biosynthesis'}	Q9S746
AT2G23410	ath:AT2G23410	K11778	ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00900': 'Terpenoid backbone biosynthesis'}	O80458
AT2G40560	ath:AT2G40560	No_KO	--	(--,--)	O22879
AT4G19390	ath:AT4G19390	No_KO	--	(--,--)	A0A1P8B3B0
AT5G34833	No_KEGG	--	--	(--,--)	--
AT3G61420	ath:AT3G61420	K03141	transcription initiation factor TFIIH subunit 1	{'ath03022': 'Basal transcription factors', 'ath03420': 'Nucleotide excision repair'}	Q9M322
AT5G27095	No_KEGG	--	--	(--,--)	--
AT3G48430	ath:AT3G48430	No_KO	--	(--,--)	Q9STM3
AT3G44170	ath:AT3G44170	No_KO	--	(--,--)	Q9LXP6
AT3G11660	ath:AT3G11660	No_KO	--	(--,--)	Q9SRN0
AT1G59940	ath:AT1G59940	K14492	two-component response regulator ARR-A family	{'ath04075': 'Plant hormone signal transduction'}	Q9ZWS9
AT1G10470	ath:AT1G10470	K14492	two-component response regulator ARR-A family	{'ath04075': 'Plant hormone signal transduction'}	O82798
AT3G51780	ath:AT3G51780	No_KO	--	(--,--)	Q8RX71
AT3G44480	ath:AT3G44480	No_KO	--	(--,--)	F4J339
AT2G16420	No_KEGG	--	--	(--,--)	--
AT2G29680	ath:AT2G29680	K02213	cell division control protein 6	(--,--)	O82387
AT1G02720	ath:AT1G02720	No_KO	--	(--,--)	Q9FWY9
AT2G11850	No_KEGG	--	--	(--,--)	--
AT1G41890	No_KEGG	--	--	(--,--)	--
AT4G04680	ath:AT4G04680	No_KO	--	(--,--)	A0A1P8B3E5
AT1G49320	ath:AT1G49320	No_KO	--	(--,--)	Q9XI99
AT3G52880	ath:AT3G52880	K08232	monodehydroascorbate reductase (NADH) [EC:1.6.5.4]	{'ath00053': 'Ascorbate and aldarate metabolism', 'ath01100': 'Metabolic pathways'}	Q9LFA3
AT3G29639	ath:AT3G29639	No_KO	--	(--,--)	A8MS19
AT5G02740	ath:AT5G02740	No_KO	--	(--,--)	A0JQ00
AT4G03230	ath:AT4G03230	No_KO	--	(--,--)	Q9ZR08
AT1G72230	ath:AT1G72230	No_KO	--	(--,--)	Q9C7T2
AT3G54540	ath:AT3G54540	K06184	ATP-binding cassette, subfamily F, member 1	(--,--)	Q9M1H3
AT2G05980	No_KEGG	--	--	(--,--)	--
AT3G26295	No_KEGG	--	--	(--,--)	--
AT2G38490	ath:AT2G38490	No_KO	--	(--,--)	O80902
AT1G47820	ath:AT1G47820	No_KO	--	(--,--)	Q9FZG2
AT3G44042	No_KEGG	--	--	(--,--)	--
AT5G66060	ath:AT5G66060	K00472	prolyl 4-hydroxylase [EC:1.14.11.2]	{'ath00330': 'Arginine and proline metabolism', 'ath01100': 'Metabolic pathways'}	F4JZ24
AT4G33580	ath:AT4G33580	K01673	carbonic anhydrase [EC:4.2.1.1]	{'ath00910': 'Nitrogen metabolism'}	Q94CE3
AT1G19680	ath:AT1G19680	No_KO	--	(--,--)	Q9FXG6
AT1G60890	ath:AT1G60890	K00889	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	{'ath04070': 'Phosphatidylinositol signaling system', 'ath04144': 'Endocytosis', 'ath01100': 'Metabolic pathways', 'ath00562': 'Inositol phosphate metabolism'}	Q8RY89
AT1G62880	ath:AT1G62880	K20368	protein cornichon	(--,--)	Q8GWT5
AT3G07330	ath:AT3G07330	No_KO	--	(--,--)	Q9SRT3
AT4G23205	ath:AT4G23205	No_KO	--	(--,--)	--
AT1G14260	ath:AT1G14260	No_KO	--	(--,--)	Q4PS45
AT3G14310	ath:AT3G14310	K01051	pectinesterase [EC:3.1.1.11]	{'ath00040': 'Pentose and glucuronate interconversions', 'ath01100': 'Metabolic pathways'}	O49006
AT3G01490	ath:AT3G01490	No_KO	--	(--,--)	A0A1I9LTK6
AT1G73620	ath:AT1G73620	No_KO	--	(--,--)	Q9C9U9
AT1G47440	No_KEGG	--	--	(--,--)	--
AT3G58660	ath:AT3G58660	K14775	ribosome biogenesis protein UTP30	(--,--)	Q9LXT5
AT3G04420	ath:AT3G04420	No_KO	--	(--,--)	F4J3P3
AT1G69340	ath:AT1G69340	No_KO	--	(--,--)	Q94JV1
AT1G17890	ath:AT1G17890	K02377	GDP-L-fucose synthase [EC:1.1.1.271]	{'ath00520': 'Amino sugar and nucleotide sugar metabolism', 'ath01100': 'Metabolic pathways', 'ath00051': 'Fructose and mannose metabolism'}	Q9LMU0
AT1G09280	ath:AT1G09280	No_KO	--	(--,--)	Q94AC1
AT5G27840	ath:AT5G27840	K06269	serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]	{'ath03015': 'mRNA surveillance pathway'}	O82734
AT5G38480	ath:AT5G38480	K06630	14-3-3 protein epsilon	(--,--)	P42644
AT1G19025	ath:AT1G19025	K15340	DNA cross-link repair 1A protein	(--,--)	A0A1P8ASD8
AT1G28490	ath:AT1G28490	No_KO	--	(--,--)	Q946Y7
AT1G72270	ath:AT1G72270	K14861	nucleolar pre-ribosomal-associated protein 1	(--,--)	F4IBR2
AT2G04240	ath:AT2G04240	K16285	RING/U-box domain-containing protein [EC:2.3.2.27]	(--,--)	Q9SI09
AT5G53220	ath:AT5G53220	No_KO	--	(--,--)	Q5BPG9
AT5G35348	No_KEGG	--	--	(--,--)	--
AT5G20380	ath:AT5G20380	No_KO	--	(--,--)	Q3E9A0
AT1G63590	ath:AT1G63590	No_KO	--	(--,--)	Q9SH43
AT1G63560	No_KEGG	--	--	(--,--)	--
AT2G06950	No_KEGG	--	--	(--,--)	--
AT3G59660	ath:AT3G59660	No_KO	--	(--,--)	Q8W4D4
AT3G01430	ath:AT3G01430	No_KO	--	(--,--)	Q9SGH5
AT1G07670	ath:AT1G07670	K01537	Ca2+-transporting ATPase [EC:3.6.3.8]	(--,--)	Q9XES1
AT1G07810	ath:AT1G07810	K01537	Ca2+-transporting ATPase [EC:3.6.3.8]	(--,--)	P92939
AT2G18840	ath:AT2G18840	No_KO	--	(--,--)	O64614
AT1G72855	ath:AT1G72855	No_KO	--	(--,--)	--
AT2G38860	ath:AT2G38860	K18881	D-lactate dehydratase [EC:4.2.1.130]	{'ath00620': 'Pyruvate metabolism'}	Q9ZV19
AT3G06580	ath:AT3G06580	K18674	N-acetylgalactosamine kinase [EC:2.7.1.157]	(--,--)	Q9SEE5
AT5G42480	ath:AT5G42480	No_KO	--	(--,--)	Q9FIG9
AT3G22421	ath:AT3G22421	No_KO	--	(--,--)	Q9LUV7
AT5G05610	ath:AT5G05610	No_KO	--	(--,--)	Q9FFF5
AT5G10910	ath:AT5G10910	No_KO	--	(--,--)	Q9LEU9
AT1G01860	ath:AT1G01860	No_KO	--	(--,--)	O65090
AT1G80360	ath:AT1G80360	No_KO	--	(--,--)	Q9C969
AT2G34840	ath:AT2G34840	No_KO	--	(--,--)	O64748
AT1G67310	ath:AT1G67310	K21596	calmodulin-binding transcription activator	(--,--)	Q9FYG2
AT3G42255	No_KEGG	--	--	(--,--)	--
AT1G58561	No_KEGG	--	--	(--,--)	--
AT2G03410	ath:AT2G03410	No_KO	--	(--,--)	Q9ZQ77
AT2G12020	No_KEGG	--	--	(--,--)	--
AT2G37960	ath:AT2G37960	No_KO	--	(--,--)	Q5S4W1
AT3G51110	ath:AT3G51110	No_KO	--	(--,--)	F4J390
AT4G06609	No_KEGG	--	--	(--,--)	--
AT2G10510	No_KEGG	--	--	(--,--)	--
AT1G78330	No_KEGG	--	--	(--,--)	--
AT2G31790	ath:AT2G31790	No_KO	--	(--,--)	Q9SKC1
AT1G58590	ath:AT1G58590	No_KO	--	(--,--)	--
AT2G47620	ath:AT2G47620	K11649	SWI/SNF related-matrix-associated actin-dependent regulator of chromatin subfamily C	(--,--)	Q8W475
AT2G18915	ath:AT2G18915	K12117	LOV kelch protein 2	(--,--)	Q8W420
AT1G41825	No_KEGG	--	--	(--,--)	--
AT5G14090	ath:AT5G14090	No_KO	--	(--,--)	Q5XV40
AT2G46440	ath:AT2G46440	K05391	cyclic nucleotide gated channel, plant	{'ath04626': 'Plant-pathogen interaction'}	Q9SKD6
AT3G43686	No_KEGG	--	--	(--,--)	--
AT3G63380	ath:AT3G63380	K01537	Ca2+-transporting ATPase [EC:3.6.3.8]	(--,--)	Q9LY77
AT5G03770	ath:AT5G03770	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	{'ath01100': 'Metabolic pathways'}	Q8VZA5
AT2G13510	ath:AT2G13510	No_KO	--	(--,--)	Q9SIU3
AT4G14490	ath:AT4G14490	No_KO	--	(--,--)	O23305
AT5G04240	ath:AT5G04240	No_KO	--	(--,--)	Q6BDA0
AT5G13580	ath:AT5G13580	No_KO	--	(--,--)	Q9FNB5
AT4G02280	ath:AT4G02280	K00695	sucrose synthase [EC:2.4.1.13]	{'ath00500': 'Starch and sucrose metabolism', 'ath01100': 'Metabolic pathways'}	Q9M111
AT3G42553	No_KEGG	--	--	(--,--)	--
AT1G09860	ath:AT1G09860	No_KO	--	(--,--)	O04508
AT2G02740	ath:AT2G02740	No_KO	--	(--,--)	Q66GR6
AT2G23030	ath:AT2G23030	K14498	serine/threonine-protein kinase SRK2 [EC:2.7.11.1]	{'ath04075': 'Plant hormone signal transduction', 'ath04016': 'MAPK signaling pathway - plant'}	O64812
AT5G03840	ath:AT5G03840	No_KO	--	(--,--)	P93003
AT5G27970	ath:AT5G27970	No_KO	--	(--,--)	F4K5S0
AT4G06515	No_KEGG	--	--	(--,--)	--
AT2G30500	ath:AT2G30500	No_KO	--	(--,--)	Q84VY2
AT2G24440	ath:AT2G24440	No_KO	--	(--,--)	Q9ZQ24
AT5G41380	ath:AT5G41380	No_KO	--	(--,--)	Q5Q0A4
AT2G21190	ath:AT2G21190	No_KO	--	(--,--)	Q9SKP4
AT4G06565	No_KEGG	--	--	(--,--)	--
AT4G19750	ath:AT4G19750	K01183	chitinase [EC:3.2.1.14]	{'ath00520': 'Amino sugar and nucleotide sugar metabolism', 'ath01100': 'Metabolic pathways'}	F4JTY7
AT3G20410	ath:AT3G20410	K13412	calcium-dependent protein kinase [EC:2.7.11.1]	{'ath04626': 'Plant-pathogen interaction'}	Q38868
AT3G60490	ath:AT3G60490	No_KO	--	(--,--)	Q9M210
AT1G69370	ath:AT1G69370	K01850	chorismate mutase [EC:5.4.99.5]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00400': 'Phenylalanine, tyrosine and tryptophan biosynthesis', 'ath01100': 'Metabolic pathways', 'ath01230': 'Biosynthesis of amino acids'}	Q9C544
AT4G04580	ath:AT4G04580	No_KO	--	(--,--)	Q9XEB2
AT1G22920	ath:AT1G22920	K09613	COP9 signalosome complex subunit 5 [EC:3.4.-.-]	(--,--)	Q8LAZ7
AT1G71230	ath:AT1G71230	K09613	COP9 signalosome complex subunit 5 [EC:3.4.-.-]	(--,--)	Q9FVU9
AT3G15350	ath:AT3G15350	No_KO	--	(--,--)	Q9LE60
AT2G01070	ath:AT2G01070	No_KO	--	(--,--)	B3H5T8
AT5G52750	ath:AT5G52750	No_KO	--	(--,--)	Q9LTE2
AT5G47815	No_KEGG	--	--	(--,--)	--
AT1G32860	ath:AT1G32860	No_KO	--	(--,--)	Q8L868
AT4G39000	ath:AT4G39000	K01179	endoglucanase [EC:3.2.1.4]	{'ath00500': 'Starch and sucrose metabolism', 'ath01100': 'Metabolic pathways'}	Q8GY58
AT5G28266	No_KEGG	--	--	(--,--)	--
AT1G77100	ath:AT1G77100	K00430	peroxidase [EC:1.11.1.7]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00940': 'Phenylpropanoid biosynthesis', 'ath01100': 'Metabolic pathways'}	O49293
AT1G17760	ath:AT1G17760	K14408	cleavage stimulation factor subunit 3	{'ath03015': 'mRNA surveillance pathway'}	Q8GUP1
AT4G07528	No_KEGG	--	--	(--,--)	--
AT1G52160	ath:AT1G52160	K00784	ribonuclease Z [EC:3.1.26.11]	{'ath03013': 'RNA transport'}	Q8VYS2
AT2G22180	ath:AT2G22180	No_KO	--	(--,--)	Q9SIE6
AT1G43883	No_KEGG	--	--	(--,--)	--
AT1G21340	ath:AT1G21340	No_KO	--	(--,--)	P68349
AT2G12370	No_KEGG	--	--	(--,--)	--
AT2G11310	No_KEGG	--	--	(--,--)	--
AT3G32899	No_KEGG	--	--	(--,--)	--
AT4G06591	No_KEGG	--	--	(--,--)	--
AT4G04050	No_KEGG	--	--	(--,--)	--
AT4G37608	ath:AT4G37608	No_KO	--	(--,--)	Q9SZF3
AT3G57645	ath:AT3G57645	No_KO	--	(--,--)	--
AT3G18260	ath:AT3G18260	No_KO	--	(--,--)	Q9LJQ5
AT3G53380	ath:AT3G53380	No_KO	--	(--,--)	Q9LFH9
AT2G40420	ath:AT2G40420	No_KO	--	(--,--)	Q0WQJ3
AT5G35980	ath:AT5G35980	K18670	dual specificity protein kinase YAK1 [EC:2.7.12.1]	(--,--)	Q8RWH3
AT2G13370	ath:AT2G13370	K11367	chromodomain-helicase-DNA-binding protein 1 [EC:3.6.4.12]	(--,--)	F4IV99
AT2G18980	ath:AT2G18980	K00430	peroxidase [EC:1.11.1.7]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00940': 'Phenylpropanoid biosynthesis', 'ath01100': 'Metabolic pathways'}	Q96518
AT1G66430	ath:AT1G66430	K00847	fructokinase [EC:2.7.1.4]	{'ath00500': 'Starch and sucrose metabolism', 'ath00520': 'Amino sugar and nucleotide sugar metabolism', 'ath01100': 'Metabolic pathways', 'ath00051': 'Fructose and mannose metabolism'}	Q9C524
AT5G52250	ath:AT5G52250	K10143	E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	{'ath04712': 'Circadian rhythm - plant', 'ath04120': 'Ubiquitin mediated proteolysis'}	Q9LTJ6
AT5G63160	ath:AT5G63160	No_KO	--	(--,--)	Q9FMK7
AT5G60150	ath:AT5G60150	No_KO	--	(--,--)	A0A1P8BA18
AT1G20440	ath:AT1G20440	No_KO	--	(--,--)	P31168
AT1G16590	ath:AT1G16590	K13728	mitotic spindle assembly checkpoint protein MAD2B	(--,--)	Q94FL5
AT3G03940	ath:AT3G03940	No_KO	--	(--,--)	Q9SQR8
AT3G24610	ath:AT3G24610	No_KO	--	(--,--)	Q9LV41
AT5G05220	ath:AT5G05220	No_KO	--	(--,--)	Q940U2
AT2G39910	ath:AT2G39910	No_KO	--	(--,--)	Q8GXP4
AT4G11820	ath:AT4G11820	K01641	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00900': 'Terpenoid backbone biosynthesis', 'ath00650': 'Butanoate metabolism', 'ath00280': 'Valine, leucine and isoleucine degradation', 'ath01100': 'Metabolic pathways', 'ath00072': 'Synthesis and degradation of ketone bodies'}	P54873
AT1G62500	ath:AT1G62500	No_KO	--	(--,--)	Q9SXE7
AT3G61540	ath:AT3G61540	No_KO	--	(--,--)	Q9M314
AT1G42530	No_KEGG	--	--	(--,--)	--
AT2G36240	ath:AT2G36240	No_KO	--	(--,--)	Q9SJN2
AT3G32030	ath:AT3G32030	No_KO	--	(--,--)	Q9LH31
AT3G31425	No_KEGG	--	--	(--,--)	--
AT4G39420	ath:AT4G39420	K19026	spatacsin	(--,--)	F4JW20
AT4G22490	ath:AT4G22490	No_KO	--	(--,--)	Q9SUX0
AT1G67960	ath:AT1G67960	No_KO	--	(--,--)	F4HVJ3
AT5G05980	ath:AT5G05980	K01930	folylpolyglutamate synthase [EC:6.3.2.17]	{'ath00790': 'Folate biosynthesis', 'ath01100': 'Metabolic pathways'}	F4K2A1
AT2G22600	ath:AT2G22600	K21444	poly(rC)-binding protein 3/4	(--,--)	A0A178W3C8
AT5G61600	ath:AT5G61600	K09286	EREBP-like factor	(--,--)	Q9FKG1
AT1G52050	ath:AT1G52050	No_KO	--	(--,--)	F4IB94
AT2G43430	ath:AT2G43430	K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	{'ath00620': 'Pyruvate metabolism'}	O24495
AT3G52930	ath:AT3G52930	K01623	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00010': 'Glycolysis / Gluconeogenesis', 'ath01230': 'Biosynthesis of amino acids', 'ath00710': 'Carbon fixation in photosynthetic organisms', 'ath01200': 'Carbon metabolism', 'ath00051': 'Fructose and mannose metabolism', 'ath00030': 'Pentose phosphate pathway', 'ath01100': 'Metabolic pathways'}	Q9LF98
AT2G06235	No_KEGG	--	--	(--,--)	--
AT3G53403	No_KEGG	--	--	(--,--)	--
AT5G24520	ath:AT5G24520	K11805	WD repeat-containing protein 68	(--,--)	Q9XGN1
AT3G26085	ath:AT3G26085	K07052	uncharacterized protein	(--,--)	A8MRZ2
AT5G45220	ath:AT5G45220	No_KO	--	(--,--)	A0A1P8B9S7
AT5G49660	ath:AT5G49660	No_KO	--	(--,--)	Q9FGL5
AT5G48840	ath:AT5G48840	K01918	pantoate--beta-alanine ligase [EC:6.3.2.1]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00410': 'beta-Alanine metabolism', 'ath01100': 'Metabolic pathways', 'ath00770': 'Pantothenate and CoA biosynthesis'}	Q9FKB3
AT5G47670	ath:AT5G47670	No_KO	--	(--,--)	Q84W66
AT3G43357	No_KEGG	--	--	(--,--)	--
AT3G62720	ath:AT3G62720	K08238	xyloglucan 6-xylosyltransferase [EC:2.4.2.39]	(--,--)	Q9LZJ3
AT2G18710	ath:AT2G18710	K10956	protein transport protein SEC61 subunit alpha	{'ath04141': 'Protein processing in endoplasmic reticulum', 'ath04145': 'Phagosome', 'ath03060': 'Protein export'}	Q38885
AT3G33009	No_KEGG	--	--	(--,--)	--
AT5G26340	ath:AT5G26340	No_KO	--	(--,--)	Q94AZ2
AT5G49870	ath:AT5G49870	No_KO	--	(--,--)	Q9LTY2
AT5G05870	ath:AT5G05870	K13493	cytokinin-N-glucosyltransferase [EC:2.4.1.-]	{'ath00908': 'Zeatin biosynthesis', 'ath01110': 'Biosynthesis of secondary metabolites'}	Q9FI99
AT1G21650	ath:AT1G21650	K03070	preprotein translocase subunit SecA	{'ath03060': 'Protein export'}	D8WUA4
AT4G26600	ath:AT4G26600	K14835	25S rRNA (cytosine2870-C5)-methyltransferase [EC:2.1.1.310]	(--,--)	A0A1P8B490
AT4G22970	ath:AT4G22970	K02365	separase [EC:3.4.22.49]	(--,--)	Q5IBC5
AT5G34862	No_KEGG	--	--	(--,--)	--
AT1G62050	ath:AT1G62050	K21437	ankyrin repeat domain-containing protein 13	(--,--)	Q94CF4
AT3G56490	ath:AT3G56490	No_KO	--	(--,--)	Q8GUN2
AT5G57210	ath:AT5G57210	K18469	TBC1 domain family member 5	(--,--)	A0A1P8BE76
AT1G50720	ath:AT1G50720	No_KO	--	(--,--)	Q9C6T5
AT5G09700	ath:AT5G09700	K15920	xylan 1,4-beta-xylosidase [EC:3.2.1.37]	{'ath00520': 'Amino sugar and nucleotide sugar metabolism', 'ath01100': 'Metabolic pathways'}	F4KE06
AT3G17010	ath:AT3G17010	No_KO	--	(--,--)	Q9LSP6
AT2G01200	ath:AT2G01200	K14484	auxin-responsive protein IAA	{'ath04075': 'Plant hormone signal transduction'}	Q8RYC6
AT1G02136	No_KEGG	--	--	(--,--)	--
AT4G13400	ath:AT4G13400	No_KO	--	(--,--)	A0A1P8B5A3
AT1G55050	ath:AT1G55050	No_KO	--	(--,--)	F4HYN6
AT1G71120	ath:AT1G71120	No_KO	--	(--,--)	Q9C996
AT5G24915	No_KEGG	--	--	(--,--)	--
AT5G37870	ath:AT5G37870	K04506	E3 ubiquitin-protein ligase SIAH1 [EC:2.3.2.27]	{'ath04120': 'Ubiquitin mediated proteolysis'}	Q9FKD9
AT5G21150	ath:AT5G21150	K11593	eukaryotic translation initiation factor 2C	(--,--)	Q84VQ0
AT3G42993	No_KEGG	--	--	(--,--)	--
AT3G31530	No_KEGG	--	--	(--,--)	--
AT3G32295	No_KEGG	--	--	(--,--)	--
AT4G03770	No_KEGG	--	--	(--,--)	--
AT4G04157	No_KEGG	--	--	(--,--)	--
AT5G01120	ath:AT5G01120	No_KO	--	(--,--)	Q9LFC4
AT4G26070	ath:AT4G26070	K20602	mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]	{'ath04016': 'MAPK signaling pathway - plant'}	Q94A06
AT4G16280	ath:AT4G16280	No_KO	--	(--,--)	O04425
AT1G61870	ath:AT1G61870	No_KO	--	(--,--)	Q8LE47
AT5G62640	ath:AT5G62640	No_KO	--	(--,--)	Q6QTF1
AT5G08550	ath:AT5G08550	K13211	GC-rich sequence DNA-binding factor	(--,--)	Q9FNN3
AT3G06920	ath:AT3G06920	No_KO	--	(--,--)	Q9M907
AT1G51750	No_KEGG	--	--	(--,--)	--
AT2G07185	No_KEGG	--	--	(--,--)	--
AT3G14517	No_KEGG	--	--	(--,--)	--
AT1G70780	ath:AT1G70780	No_KO	--	(--,--)	Q9S812
AT1G70782	No_KEGG	--	--	(--,--)	--
AT5G47730	ath:AT5G47730	No_KO	--	(--,--)	A8MQW6
AT1G36370	ath:AT1G36370	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	{'ath00630': 'Glyoxylate and dicarboxylate metabolism', 'ath01110': 'Biosynthesis of secondary metabolites', 'ath01200': 'Carbon metabolism', 'ath01230': 'Biosynthesis of amino acids', 'ath00260': 'Glycine, serine and threonine metabolism', 'ath00460': 'Cyanoamino acid metabolism', 'ath01100': 'Metabolic pathways', 'ath00670': 'One carbon pool by folate'}	Q84WV0
AT1G29950	ath:AT1G29950	No_KO	--	(--,--)	Q9ASX9
AT1G29952	No_KEGG	--	--	(--,--)	--
AT1G29951	No_KEGG	--	--	(--,--)	--
AT4G14270	ath:AT4G14270	No_KO	--	(--,--)	Q94AR4
AT4G02075	ath:AT4G02075	No_KO	--	(--,--)	A0A1P8B7F8
AT1G71310	ath:AT1G71310	No_KO	--	(--,--)	Q9FVV7
AT5G35070	No_KEGG	--	--	(--,--)	--
AT1G70440	ath:AT1G70440	No_KO	--	(--,--)	O64592
AT4G18680	ath:AT4G18680	No_KO	--	(--,--)	Q9SN45
AT5G28120	No_KEGG	--	--	(--,--)	--
AT5G28110	No_KEGG	--	--	(--,--)	--
AT2G23520	ath:AT2G23520	No_KO	--	(--,--)	A0A178VVD5
AT2G15620	ath:AT2G15620	K00366	ferredoxin-nitrite reductase [EC:1.7.7.1]	{'ath00910': 'Nitrogen metabolism'}	Q39161
AT1G42160	No_KEGG	--	--	(--,--)	--
AT1G37150	ath:AT1G37150	K01942	biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]	{'ath00780': 'Biotin metabolism', 'ath01100': 'Metabolic pathways'}	F4I4W2
AT2G13270	No_KEGG	--	--	(--,--)	--
AT5G29762	No_KEGG	--	--	(--,--)	--
AT1G75100	ath:AT1G75100	No_KO	--	(--,--)	Q9C9Q4
AT1G73130	ath:AT1G73130	No_KO	--	(--,--)	A0A1P8AQL4
AT2G29010	No_KEGG	--	--	(--,--)	--
AT2G39435	ath:AT2G39435	No_KO	--	(--,--)	Q0WT61
AT3G13610	ath:AT3G13610	K06892	feruloyl-CoA ortho-hydroxylase [EC:1.14.11.-]	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath00940': 'Phenylpropanoid biosynthesis'}	Q9LHN8
AT3G27260	ath:AT3G27260	No_KO	--	(--,--)	Q9LK27
AT1G31310	ath:AT1G31310	No_KO	--	(--,--)	F4I9C1
AT3G55780	ath:AT3G55780	No_KO	--	(--,--)	F4IY34
AT4G23040	ath:AT4G23040	No_KO	--	(--,--)	Q9C5G7
AT1G26330	ath:AT1G26330	No_KO	--	(--,--)	F4IE60
AT1G03545	ath:AT1G03545	No_KO	--	(--,--)	--
AT4G00180	ath:AT4G00180	No_KO	--	(--,--)	Q9XFB1
AT5G16390	ath:AT5G16390	K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	{'ath01110': 'Biosynthesis of secondary metabolites', 'ath01212': 'Fatty acid metabolism', 'ath01200': 'Carbon metabolism', 'ath00061': 'Fatty acid biosynthesis', 'ath00620': 'Pyruvate metabolism', 'ath00640': 'Propanoate metabolism', 'ath01100': 'Metabolic pathways'}	Q42533
AT3G33112	No_KEGG	--	--	(--,--)	--
AT5G26180	ath:AT5G26180	K15264	25S rRNA (cytosine2278-C5)-methyltransferase [EC:2.1.1.311]	(--,--)	Q8GYE8
AT4G12420	ath:AT4G12420	No_KO	--	(--,--)	Q9SU40
AT1G42380	No_KEGG	--	--	(--,--)	--
AT5G45310	ath:AT5G45310	No_KO	--	(--,--)	Q94JR2
AT5G28892	No_KEGG	--	--	(--,--)	--
AT1G42350	No_KEGG	--	--	(--,--)	--
AT4G14710	ath:AT4G14710	K08967	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]	{'ath00270': 'Cysteine and methionine metabolism', 'ath01100': 'Metabolic pathways'}	Q8W108
AT4G19540	ath:AT4G19540	K03593	ATP-binding protein involved in chromosome partitioning	(--,--)	O49472
AT3G52240	ath:AT3G52240	No_KO	--	(--,--)	Q8GYC9
AT5G55990	ath:AT5G55990	No_KO	--	(--,--)	Q8LAS7
AT2G34540	ath:AT2G34540	No_KO	--	(--,--)	O64693
AT3G61111	ath:AT3G61111	K02978	small subunit ribosomal protein S27e	{'ath03010': 'Ribosome'}	B3H5X2
AT4G09432	ath:AT4G09432	No_KO	--	(--,--)	--
AT1G69060	ath:AT1G69060	No_KO	--	(--,--)	Q8RWZ0
AT1G05190	ath:AT1G05190	K02933	large subunit ribosomal protein L6	{'ath03010': 'Ribosome'}	O23049
AT2G25180	ath:AT2G25180	K14491	two-component response regulator ARR-B family	{'ath04075': 'Plant hormone signal transduction'}	P62598
AT5G48030	ath:AT5G48030	K03686	molecular chaperone DnaJ	(--,--)	Q8GWW8
AT1G58360	ath:AT1G58360	No_KO	--	(--,--)	Q42400
AT3G53510	ath:AT3G53510	No_KO	--	(--,--)	Q9LFG8
AT2G02360	ath:AT2G02360	No_KO	--	(--,--)	Q9ZVQ6
AT2G22900	ath:AT2G22900	No_KO	--	(--,--)	O81007
AT1G46192	No_KEGG	--	--	(--,--)	--
AT3G61680	ath:AT3G61680	No_KO	--	(--,--)	Q7Y220
AT4G35050	ath:AT4G35050	K10752	histone-binding protein RBBP4	(--,--)	O22469
AT1G44835	ath:AT1G44835	No_KO	--	(--,--)	F4HPK3
AT1G09230	ath:AT1G09230	K13157	U11/U12 small nuclear ribonucleoprotein 65 kDa protein	(--,--)	Q8RWV8
AT1G51550	ath:AT1G51550	No_KO	--	(--,--)	Q9C8K7
AT3G51190	ath:AT3G51190	K02938	large subunit ribosomal protein L8e	{'ath03010': 'Ribosome'}	Q4PSL7
AT1G62110	ath:AT1G62110	K15032	mTERF domain-containing protein, mitochondrial	(--,--)	Q8GY68
AT3G33118	No_KEGG	--	--	(--,--)	--
AT1G36360	No_KEGG	--	--	(--,--)	--
AT3G47310	No_KEGG	--	--	(--,--)	--
AT3G53830	ath:AT3G53830	No_KO	--	(--,--)	F4JBN0
AT4G23430	ath:AT4G23430	No_KO	--	(--,--)	A2RVM0
